;VPNID;X.x;Sco1R_Nb_mots;Sco1R_titre;Sco1R_Signature;Sco1R_GP;Sco1R_Fid;Sco1R_unitThem;Sco1R_unitThemNbre;Sco1R_Destinataire;Sco1R_AncrTemp_Echelle;Sco1R_AncrTemp_occurences;Sco1R_ProgrChrono_Occ;Sco1R_ProgrChrono;Sco1R_AncrSpat;Sco1R_RéfSpat;Sco1R_Textual;Sco1R_Coh_verb;Sco1R_Description;Sco1R_Ponct;Sco1R_Maj;Sco1R_Synt;Sco1R_Genre;Sco1R_Nombre;Sco1R_Cas;Sco1R_Verbal;Sco1R_Dialekt;Sco1R_remarques;P1R_Nb_mots;P1R_titre;P1R_Signature;P1R_GP;P1R_Fid;P1R_unitThem;P1R_unitThemNbre;P1R_Destinataire;P1R_AncrTemp_Echelle;P1R_AncrTemp_occurences;P1R_ProgrChrono_Occ;P1R_ProgrChrono;P1R_AncrSpat;P1R_RéfSpat;P1R_Textual;P1R_Coh_verb;P1R_Description;P1R_Ponct;P1R_Maj;P1R_Synt;P1R_Genre;P1R_Nombre;P1R_Verbal;P1R_remarques;Sco2R_Nb_mots;Sco2R_titre;Sco2R_Signature;Sco2R_GP;Sco2R_Fid;Sco2R_unitThem;Sco2R_unitThemNbre;Sco2R_Destinataire;Sco2R_AncrTemp_Echelle;Sco2R_AncrTemp_occurences;Sco2R_ProgrChrono_Occ;Sco2R_ProgrChrono;Sco2R_AncrSpat;Sco2R_RéfSpat;Sco2R_Textual;Sco2R_Coh_verb;Sco2R_Description;Sco2R_Ponct;Sco2R_Maj;Sco2R_Synt;Sco2R_Genre;Sco2R_Nombre;Sco2R_Cas;Sco2R_Verbal;Sco2R_Dialekt;Sco2R_remarques;P2R_Nb_mots;P2R_titre;P2R_Signature;P2R_GP;P2R_Fid;P2R_unitThem;P2R_unitThemNbre;P2R_Destinataire;P2R_AncrTemp_Echelle;P2R_AncrTemp_occurences;P2R_ProgrChrono_Occ;P2R_ProgrChrono;P2R_AncrSpat;P2R_RéfSpat;P2R_Textual;P2R_Coh_verb;P2R_Description;P2R_Ponct;P2R_Maj;P2R_Synt;P2R_Genre;P2R_Nombre;P2R_Verbal;P2R_remarques;Sco3R_Nb_mots;Sco3R_titre;Sco3R_Signature;Sco3R_GP;Sco3R_Fid;Sco3R_unitThem;Sco3R_unitThemNbre;Sco3R_Destinataire;Sco3R_AncrTemp_Echelle;Sco3R_AncrTemp_occurences;Sco3R_ProgrChrono_Occ;Sco3R_ProgrChrono;Sco3R_AncrSpat;Sco3R_RéfSpat;Sco3R_Textual;Sco3R_Coh_verb;Sco3R_Description;Sco3R_Ponct;Sco3R_Maj;Sco3R_Synt;Sco3R_Genre;Sco3R_Nombre;Sco3R_Cas;Sco3R_Verbal;Sco3R_Dialekt;Sco3R_remarques;P3R_Nb_mots;P3R_titre;P3R_Signature;P3R_GP;P3R_Fid;P3R_unitThem;P3R_unitThemNbre;P3R_Destinataire;P3R_AncrTemp_Echelle;P3R_AncrTemp_occurences;P3R_ProgrChrono_Occ;P3R_ProgrChrono;P3R_AncrSpat;P3R_RéfSpat;P3R_Textual;P3R_Coh_verb;P3R_Description;P3R_Ponct;P3R_Maj;P3R_Synt;P3R_Genre;P3R_Nombre;P3R_Verbal;P3R_remarques;hkngroup;Schulsprache;zweiSprachig;Group;PartDef;X.y;Sco1A_Nb_mots;Sco1A_Lieu;Sco1A_Date;Sco1A_Appel;Sco1A_Salutation;Sco1A_Signature;Sco1A_GP;Sco1A_Objet;Sco1A_Raisons;Sco1A_TC;Sco1A_Articulation;Sco1A_Destinataire;Sco1A_Organisateurs;Sco1A_Coh_verb;Sco1A_Ponct;Sco1A_Maj;Sco1A_Synt;Sco1A_Genre;Sco1A_Nombre;Sco1A_Cas;Sco1A_Verbal;Sco1A_Dialekt;P1A_Nb_mots;P1A_Lieu;P1A_Date;P1A_Appel;P1A_salutation;P1A_Signature;P1A_GP;P1A_Objet;P1A_Raisons;P1A_TC;P1A_Articulation;P1A_Destinataire;P1A_Organisateurs;P1A_Coh_verb;P1A_Ponct;P1A_Maj;P1A_Synt;P1A_Genre;P1A_Nombre;P1A_Cas;P1A_Verbal;Sco2A_Nb_mots;Sco2A_Lieu;Sco2A_Date;Sco2A_Appel;Sco2A_Salutation;Sco2A_Signature;Sco2A_GP;Sco2A_Objet;Sco2A_Raisons;Sco2A_TC;Sco2A_Articulation;Sco2A_Destinataire;Sco2A_Organisateurs;Sco2A_Coh_verb;Sco2A_Ponct;Sco2A_Maj;Sco2A_Synt;Sco2A_Genre;Sco2A_Nombre;Sco2A_Cas;Sco2A_Verbal;Sco2A_Dialekt;P2A_Nb_mots;P2A_Lieu;P2A_Date;P2A_Appel;P2A_Psalutation;P2A_Signature;P2A_GP;P2A_Objet;P2A_Raisons;P2A_TC;P2A_Articulation;P2A_Destinataire;P2A_Organisateurs;P2A_Coh_verb;P2A_Ponct;P2A_Maj;P2A_Synt;P2A_Genre;P2A_Nombre;P2A_Cas;P2A_Verbal;Sco3A_Nb_mots;Sco3A_Lieu;Sco3A_Date;Sco3A_Appel;Sco3A_Salutation;Sco3A_Signature;Sco3A_GP;Sco3A_Objet;Sco3A_Raisons;Sco3A_TC;Sco3A_Articulation;Sco3A_Destinataire;Sco3A_Organisateurs;Sco3A_Coh_verb;Sco3A_Ponct;Sco3A_Maj;Sco3A_Synt;Sco3A_Genre;Sco3A_Nombre;Sco3A_Cas;Sco3A_Verbal;Sco3A_Dialekt;P3A_Nb_mots;P3A_Lieu;P3A_Date;P3A_Appel;P3A_salutation;P3A_Signature;P3A_GP;P3A_Objet;P3A_Raisons;P3A_TC;P3A_Articulation;P3A_Destinataire;P3A_Organisateurs;P3A_Coh_verb;P3A_Ponct;P3A_Maj;P3A_Synt;P3A_Genre;P3A_Nombre;P3A_Cas;P3A_Verbal
237;M_PLD_13;272;10;0;0;0;1;"""Zürich, Frosch""";2;0;0;NA;"""und(1)""";1;1;0;1;2;2;0;2;1;0;0;1;0;nein;NA;22;0;0;0;1;Portugal, Irmá, casar-se, alianças, resvista;5;0;0;NA;NA;0;1;0;1;3;2;0;1;2;0;0;0;NA;13;0;0;0;1;"""Rosinli, gespielt, gegessen, gelaufen""";4;0;0;NA;NA;0;1;0;1;2;2;1;0;1;0;0;0;0;nein;NA;20;0;1;1;1;férias, ler, escrever, ver televisão, brincar, jogar, coisas;7;0;1;Nas minhas últimas, férias;0;0;1;0;2;1;2;1;1;3;0;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;61;1;0;1;1;férias, Portugal, avião, carro, mal, avó, casa, chaves, cidade, vila real, tia, cidade, Portugal;13;0;0;NA;0;0;1;0;1;2;2;1;1;4;1;0;2;Problème du mantien du temps verbal;PLD;d;1;d1;1;273;25;0;0;0;0;0;0;1;3;4;1;0;2;1;0;1;2;0;0;0;0;ja;17;0;0;0;0;0;0;1;2;3;1;0;1;1;1;1;3;0;0;NA;2;37;0;0;1;1;1;3;1;3;4;3;1;1;1;1;1;1;0;0;0;0;nein;26;0;0;1;0;0;1;1;NA;1;0;1;1;1;1;2;3;0;0;NA;2;48;0;0;0;0;0;0;1;3;4;1;0;3;1;0;1;2;0;0;0;1;nein;83;0;0;1;1;1;3;1;3;4;3;1;2;3;2;2;4;0;0;NA;2
238;M_PLD_14;273;21;0;0;0;1;"""Berge, Kindergarten, stolpern, laufen""";4;0;0;NA;"""dann(1)""";1;1;0;1;2;2;1;1;1;0;0;1;0;nein;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;présent mais n'a rien écrit;22;0;0;0;1;"""Zug, laufen, bräteln, toll""";4;0;0;NA;"""dann(2)""";1;0;0;0;1;3;0;0;0;0;0;1;2;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;63;0;0;0;1;"""Wald, das Beste, schwimmen, das Schlimmste, Unfall, Berg, Mutter, Krankenhaus, passiert, schwimmen, essen, trinken""";12;0;1;"""oft""";"""und(3)""";1;1;2;4;2;2;1;0;2;0;0;2;0;nein;"pas sûre si ""oft""= ancrage temporel, transfer: den Krankenhaus (masculin)";26;0;0;0;1;praia, coisas, nadar, brincar, comer, muito mais;6;0;0;NA;0;0;1;2;3;3;3;0;2;2;0;0;3;NA;PLD;d;1;d1;1;274;9;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;nein;8;0;0;0;0;0;0;1;0;1;0;0;0;3;1;1;1;0;0;NA;2;24;0;0;0;0;0;0;1;2;3;1;0;1;1;1;2;1;0;0;1;0;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14;0;0;0;0;0;0;1;3;4;1;0;1;1;0;2;3;1;0;NA;0
239;M_PLD_16;275;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21;0;0;0;1;"""Klasse, Boot, Wasser, Ente""";4;0;0;NA;NA;0;1;0;1;1;2;1;1;1;0;0;0;0;ja;NA;7;0;0;0;1;passear, jogar, televisão;3;0;0;NA;0;0;0;0;0;1;1;0;1;1;0;0;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55;0;0;0;1;jogar bola, meninas, brincar, basketbol, futebol, divertir-se, amigos, casa, jantar, televisão, cama, dia;12;0;0;NA;e depois (3), depois, primeiro;3;1;0;1;3;3;0;2;3;0;0;4;NA;PLD;d;1;d1;1;276;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27;0;0;1;0;0;1;1;0;1;1;1;0;1;1;0;1;0;0;1;1;nein;34;0;0;0;0;0;0;1;1;2;0;0;0;3;1;1;1;0;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
240;M_PLD_2;276;8;0;0;0;1;"""Zoo, cool, rumrennen""";3;0;0;NA;NA;0;0;0;0;1;3;0;0;0;0;0;0;0;ja;grande partie du texte incompréhensible;20;NA;NA;NA;NA;revista, spong BDB, espátula, partir, chorar;5;0;0;NA;NA;0;0;0;0;3;NA;0;1;2;0;0;1;A écrit une narration;15;0;0;0;1;"""Säntispark, Wasser, spielen""";3;0;0;NA;NA;0;1;0;1;2;2;1;0;1;0;0;1;1;nein;NA;5;0;0;0;1;férias, Portugal;2;0;0;NA;0;0;1;0;1;1;1;1;0;1;0;0;0;NA;19;0;0;0;1;"""Schulreise, lustig, Ittigen, braten, nach Hause""";5;0;0;NA;"""und(1)""";1;1;0;1;2;3;0;0;0;0;0;0;0;nein;1 mot incompréhensible;14;0;0;0;1;escola, sternwanderung, engraçado;3;0;0;NA;0;0;1;0;1;1;1;0;1;2;0;0;0;NA;PLD;d;1;d1;1;277;17;0;0;0;0;1;1;1;1;2;2;0;0;1;0;1;0;0;0;0;0;nein;7;0;0;0;0;0;0;1;0;1;0;0;0;1;1;2;1;0;0;NA;2;27;0;0;1;0;0;1;1;1;2;1;1;1;1;1;0;0;0;1;1;0;nein;22;0;0;1;0;0;1;1;1;2;1;1;1;1;1;1;1;0;0;NA;3;19;0;0;1;1;1;3;1;1;2;2;1;1;1;0;0;2;0;0;0;0;ja;16;0;0;1;0;0;1;1;2;3;1;1;1;2;0;0;2;0;0;NA;1
241;M_PLD_3;277;51;0;0;0;1;"""Schulhaus, Bahnhof, Postauto, fahren, laufen, zum Postauto laufen, 2 Stunden, Mittag, spielen, laufen, Schulhaus""";11;0;2;"""4 Stunden, 2 Stunden, am Mittag""";"""nachher(6)""";1;1;0;3;1;2;0;0;1;0;0;0;0;ja;NA;8;0;0;0;1;Mar, Portugal;2;0;0;NA;NA;0;0;0;0;NA;1;0;0;1;0;0;2;NA;21;0;0;0;1;"""Dienstag, baden, überraschung, Herr K. und Frau R.""";4;0;0;"""am Dienstag""";"""nachher(1)""";1;0;0;0;1;2;1;0;0;0;0;0;0;ja;NA;8;0;0;0;1;piscina, X, y;3;0;0;NA;0;0;1;0;1;3;1;1;0;1;0;0;0;4 mots incomprehensibles;42;0;0;0;1;"""schwul, Wald, laufen, cool, Kollegen, Weg, zu weit""";7;0;0;NA;"""nachher(1)""";1;1;0;1;2;3;0;0;0;0;0;0;0;nein;NA;27;0;0;0;1;mar. Férias, itália, mar, gostar;5;0;0;NA;0;0;1;0;1;3;3;0;1;2;0;0;3;"problème avec le temps verbal: ""gosto muito quando foi…""";PLD;d;1;d1;1;278;37;0;0;1;1;1;3;1;2;3;3;1;2;1;0;0;2;0;0;3;3;nein;19;0;0;1;0;1;2;1;1;2;1;1;1;1;1;0;1;0;0;NA;1;48;0;0;1;1;1;3;1;2;3;2;1;2;1;0;0;2;1;0;4;0;nein;21;0;0;1;0;0;1;1;3;4;1;1;1;1;0;1;2;0;0;NA;1;47;0;0;0;0;0;0;1;3;4;1;0;2;1;0;0;2;0;0;0;0;nein;49;0;0;0;0;0;0;1;3;4;1;0;1;1;0;0;2;1;2;NA;2
242;M_PLD_4;278;32;0;0;0;1;"""Wald, Berg, fertig, Traktor""";4;0;0;NA;"""und(3)""";1;1;0;1;3;2;0;0;0;0;0;1;0;nein;1 mot et sens de la dernière phrase incompréhensible;32;0;0;0;1;Portugal, Muitas coisas, brincar, rio,barco;5;0;0;NA;NA;0;1;0;1;3;3;0;1;2;0;0;2;NA;72;0;0;0;1;"""Schulreise, Zug, wandern, verlaufen, gefunden, grillieren, spielen, verletzt, Rückweg, Spass, Pause, gespielt, nach Hause""";13;0;0;NA;"""und(3), dann(1), und dann(1), am Schluss""";4;0;0;0;2;3;0;0;2;0;0;1;0;nein;NA;33;0;0;0;1;dia de férias, coisa, bicicleta, bola, irmõ, brincar, gostar;7;0;0;NA;0;0;0;0;0;1;3;0;0;2;0;0;3;NA;63;0;1;1;1;"""Schulreise, Berg, Schloss, Pferde, Hund, nachrennen, lustig, Frau B., Baby, lustig""";0;0;0;NA;"""und(1)""";1;1;0;1;2;3;0;0;0;1;0;1;0;nein;Frau --> sein Baby (transfer?);120;0;0;0;1;Portugal, mar, algarve, pais, irmãos, avós, primos, barco, piratas, dentro, casa, passear, mostrar, sitio, saidas, sozinha, encontrar, casa, praia, fixe;20;0;0;NA;depois(ç), quando, a tarde;3;1;2;3;3;3;0;2;2;0;0;3;NA;PLD;d;1;d1;1;279;41;0;0;1;1;1;3;1;0;1;3;1;0;1;0;0;1;0;0;0;0;nein;28;0;0;1;0;1;2;1;3;4;3;1;1;3;0;2;3;0;1;NA;5;58;0;0;1;1;1;3;1;3;4;3;1;2;1;0;1;2;0;0;2;0;ja;36;0;0;1;1;1;3;1;3;4;2;1;1;1;0;1;3;0;0;NA;4;66;0;0;1;1;1;3;1;1;2;2;1;3;2;0;1;2;0;0;1;2;nein;101;0;0;1;1;1;3;1;3;4;3;1;3;3;1;2;3;0;0;NA;5
243;M_PLD_5;279;30;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;pas compréhensible, juste qq mots hors-contexte, aucune idée comment analyser;1;0;0;0;1;Ferias, Lisboa, Quente, Mar, Algas;1;0;0;NA;NA;0;0;0;0;1;NA;0;0;0;0;0;0;un amalgame;25;1;0;1;1;"""Klasse, Schwimmen, spielen, Znüni""";4;0;0;NA;"""und(4)""";1;0;0;0;1;1;0;1;0;0;0;2;2;ja;a copié le titre;13;0;0;0;NA;dia de férias, mar, nadar, brincar;4;0;0;NA;0;0;1;0;1;1;1;0;0;2;0;0;1;a écrit au présent;23;0;1;1;1;"""Schulreise, schön, Feuer, schöne Sachen, spielen""";5;0;0;NA;"""und(2)""";1;0;0;0;3;3;0;0;0;0;0;0;0;ja;1 mot incompréhensible;35;0;0;0;1;passeio, escola, comida, bus, comboio, frauenfeld;7;0;0;NA;0;0;1;0;1;1;3;0;1;2;0;0;0;NA;PLD;d;1;d1;1;34;8;0;0;0;0;0;0;1;1;2;0;0;1;0;0;0;0;0;0;0;1;ja;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;NA;1;17;0;0;0;0;0;0;1;1;2;1;0;1;1;0;1;1;0;0;1;0;ja;18;0;0;0;0;0;0;1;2;3;0;0;1;1;0;2;2;0;0;NA;3;15;0;0;0;0;0;0;1;2;3;1;0;1;1;0;0;0;0;0;0;1;nein;15;0;0;0;0;0;0;1;1;2;1;0;1;1;1;1;3;0;0;NA;0
244;M_PLD_6;280;21;0;0;0;1;"""Schulreise, riechen, Pferde etc.""";3;0;0;NA;NA;0;0;0;0;1;1;1;0;1;0;0;0;0;nein;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;présent mais n'a rien écrit;40;0;0;0;1;"""laufen, 100-200km, ankommen, Pause, Wald, 2 Füchse, heiss""";7;0;0;NA;"""und(2)""";1;1;0;1;2;3;1;0;2;0;0;2;1;nein;NA;8;0;0;0;NA;Portugal, trabalhar, casa;3;0;0;NA;0;0;1;0;1;1;1;1;1;1;0;0;0;a écrit au présent;12;0;0;0;1;"""Schulklasse, Wald, spielen""";3;0;0;NA;"""und(1)""";1;1;0;1;1;2;0;1;1;0;0;0;0;nein;NA;18;0;0;0;1;férias, suiça, futebol, irmão;4;0;1;nas minhas últimas, férias;0;0;1;0;2;1;2;1;1;1;0;0;2;NA;PLD;d;1;d1;1;35;12;0;0;0;0;0;0;1;1;2;1;0;1;1;1;1;2;0;0;0;0;ja;15;0;0;0;0;0;0;1;0;1;0;0;0;1;1;1;1;0;0;NA;1;17;0;0;0;0;0;0;1;1;2;1;0;2;1;1;1;2;0;0;2;1;nein;12;0;0;0;0;0;0;1;2;3;0;0;1;1;1;2;1;0;0;NA;1;23;0;0;0;0;0;0;1;1;2;1;0;2;2;1;0;1;0;0;0;0;nein;23;0;0;1;0;0;1;1;2;3;1;1;1;2;0;2;2;0;0;NA;3
245;M_PLD_7;281;168;0;1;1;1;"""Schulreise, Frauenfeld, Wald, Versteckis, Schloss, niemand, Krieg, Wald, Fluss, gegrillt, zurück, Reh, Frauenfeld, Pause, Kollegen, nass, Fangis, abmachen, Spielplatz, Ping Pong, nach Hause, spielen, Fernseher, Küche""";24;0;1;"""8.30""";"""nachher(2), und dann(6), und nachher(5), dann(1), kurz vor Schluss(1)""";5;1;2;4;1;2;0;0;2;0;0;1;1;ja;NA;11;0;0;0;1;Portugal, ferias, jogar a boza;3;0;0;NA;NA;0;1;0;1;1;2;0;1;3;0;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;38;0;0;0;1;"""Hamburg, Müllheim, 6.Klässler, Velo, zu Fuss, wandern, Wigoltingen""";8;0;0;NA;"""und dann(1), nachher(1)""";2;1;2;3;1;2;0;0;1;0;0;0;0;nein;NA;34;0;0;0;1;férias, alentejo, amigas, piscinas, 2 semanas, évora, Lisboa;7;0;0;NA;e depois;1;1;2;3;3;2;1;1;1;0;0;3;NA;PLD;d;1;d1;1;282;29;0;0;0;0;0;0;1;3;4;1;0;2;1;0;0;2;0;0;0;0;nein;12;0;0;0;0;0;0;1;1;2;0;0;2;1;1;1;1;0;0;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26;0;0;1;0;0;1;1;2;3;1;1;2;1;0;0;2;0;0;0;0;nein;58;0;0;0;0;0;0;1;3;4;1;1;2;1;0;0;3;0;0;NA;2
246;M_PLD_8;282;11;0;0;0;1;"""Bauernhofolympiade, lustig""";2;0;0;NA;NA;0;0;0;0;1;3;0;0;0;0;0;0;0;ja;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;présent mais n'a rien écrit;28;0;0;0;1;"""Meeresburg, Pferde, Karussel, spielen, cool""";5;0;0;NA;"""und(2)""";1;1;2;3;2;3;0;0;0;0;0;1;0;nein;NA;19;0;0;0;1;Portugal, queimar, areia, x, brincar;5;0;0;NA;0;0;1;0;1;1;2;1;1;1;0;0;1;NA;19;0;0;0;1;"""Sternwanderung, Berg, Spass""";3;0;0;NA;NA;0;1;0;1;2;3;1;0;1;0;0;0;0;nein;NA;25;0;0;0;1;férias, Portugal, praia, piscina, parque, coisas;6;0;1;as minhas últimas, férias;0;0;1;0;2;1;2;1;1;1;0;0;0;NA;PLD;d;1;d1;1;283;9;0;0;0;0;0;0;1;1;2;1;0;1;1;1;0;2;0;0;0;0;ja;6;0;0;0;0;0;0;1;0;1;0;0;0;1;1;2;1;0;0;NA;0;48;0;0;0;0;0;0;1;2;3;1;1;1;1;0;0;2;0;0;1;0;ja;42;0;0;0;0;0;0;1;3;4;0;0;1;3;1;1;1;0;0;NA;3;25;0;0;0;0;0;0;1;2;3;1;0;1;1;1;1;2;0;0;2;0;nein;29;0;0;0;0;0;0;1;3;4;1;0;1;2;1;0;1;0;0;NA;1
247;M_PLD_9;283;22;0;0;0;1;"""Wald, laufen, Auto""";3;0;0;NA;"""und dann(1), und(1)""";2;1;0;1;1;2;0;1;0;0;0;1;0;ja;NA;18;NA;NA;NA;NA;revista, passear, espatula;3;0;0;NA;e depois;1;0;0;0;3;NA;1;1;3;0;0;3;NA;16;0;0;0;1;"""Badi, spielen, essen, Tier, Lama""";5;0;0;NA;"""und(3)""";1;1;0;1;1;2;0;1;0;0;0;0;0;nein;NA;10;0;0;0;1;Portugal, piscina, brincar;3;0;0;NA;0;0;1;0;1;1;2;1;2;3;0;0;1;NA;51;0;0;0;1;"""Sonnenberg, Pferde, Hund, zurück, grillieren, spielen, Baby, mitkommen, Zug, nach Hause""";10;0;0;NA;"""und(2), dann(3)""";2;1;1;2;1;2;0;0;0;0;0;1;0;nein;NA;53;0;0;0;1;amiga, migros, comprar, lojas de roupa, horas, tempo, brinquedos, coisas;8;0;0;NA;e depois;1;1;0;1;3;2;0;2;2;0;0;0;NA;PLD;d;1;d1;1;284;28;0;0;0;0;0;0;1;1;2;1;0;2;1;0;1;0;0;0;1;0;nein;6;0;0;0;0;0;0;1;0;1;0;0;0;1;1;2;1;0;0;NA;1;25;0;0;0;0;0;0;1;3;4;1;0;1;1;1;1;2;1;0;0;2;nein;20;0;0;1;0;0;1;1;0;1;0;1;0;1;0;1;2;0;0;NA;2;34;0;0;1;1;1;3;1;1;2;2;1;1;1;0;0;2;0;0;1;0;nein;46;0;0;0;0;1;1;1;3;4;2;1;2;1;0;2;2;0;0;NA;1
248;N_CD_1;284;36;0;0;0;1;"""Lehrer, Reise, 18 Brücken, St.Gallen, Hängebrücke, angeben, lustig""";7;0;0;NA;"""und dann(1), dann(1)""";2;1;2;3;2;3;0;0;1;0;0;0;0;nein; ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;42;0;0;0;1;"""Schloss, Herr A., Schatzkarte, suchen, finden, Würste, Brief, April""";8;0;0;NA;"""und dann(2), und(1), dann(1)""";3;1;2;3;2;2;0;0;2;0;0;1;0;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;16;0;0;0;1;"""Lager, Skifahren, 4.Klasse""";3;0;0;NA;NA;0;0;0;0;1;2;0;1;1;0;0;0;0;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CD;d;0;d0;1;285;26;0;0;1;0;0;1;1;3;4;1;1;2;1;0;0;2;0;0;0;0;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;38;0;0;0;0;0;0;1;1;2;1;1;2;2;0;1;3;0;0;0;0;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;49;0;0;1;1;1;3;1;3;4;3;1;1;1;0;0;2;0;0;0;0;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
249;N_CD_10;285;73;0;0;0;1;"""Schulreise, Brückenweg, wackelig, lustig, hüpfen, Vater, Firma, Bach, spielen, Spass, bräteln, hohe Brücke, Eis""";13;0;0;NA;"""und dann(1), dann(1), wenn(1), und(1)""";4;1;0;1;2;3;1;1;2;0;0;0;2;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;82;0;0;0;1;"""Schulreise, Brückenweg, lustig, essen, wackeln, springen, lustig, Firma, arbeitet, hohe Brücke, Angst, Bach, Rast, Würstchen""";14;0;0;NA;"""und(1), und dann(3)""";2;1;2;3;2;3;0;1;2;0;0;0;0;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CD;d;0;d0;1;36;56;0;0;1;0;0;1;1;3;4;3;1;3;1;1;1;3;0;0;0;0;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;61;0;0;1;1;1;3;1;3;4;3;1;2;2;2;2;2;0;0;0;0;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
